scenario_id,event_type,venue_type,guest_count,room_length_m,room_width_m,room_area_m2,budget_pkr,budget_per_guest_pkr,age_group,time_of_day,preferred_color,preferred_style,theme_label,cake_label,decor_label,layout_label,recommended_servings,labelled_by,confidence,source,review_status,dataset_split,generation_seed,rule_notes
BSAR0081,baby_shower,home,86,11.4,9.4,107.2,124000,1442,mixed,day,white,colourful,pastel_floral,two_tier_round,minimal_backdrop,two_side_tables,86,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0082,anniversary,hall,19,7.2,5.1,36.7,61000,3211,adult,night,gold,elegant,elegant_gold,single_tier_round,minimal_backdrop,single_cake_table,19,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0083,birthday,restaurant,23,6.6,5.2,34.3,60000,2609,child,day,mixed,rustic,rustic_natural,single_tier_round,minimal_backdrop,single_cake_table,23,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0084,wedding,home,24,7.7,4.7,36.2,110000,4583,adult,night,gold,elegant,elegant_gold,single_tier_round,rustic_wood_setup,single_cake_table,24,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0085,wedding,hall,39,8.8,7.3,64.2,382000,9795,mixed,day,white,minimal,modern_minimal,single_tier_square,luxury_stage,full_stage_setup,39,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0086,wedding,hall,115,14.9,10.1,150.5,1013000,8809,adult,day,white,rustic,rustic_natural,two_tier_floral,luxury_stage,full_stage_setup,115,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0087,wedding,restaurant,52,11,6.4,70.4,142000,2731,adult,night,purple,elegant,elegant_gold,two_tier_floral,minimal_backdrop,cake_and_dessert_table,52,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0088,wedding,outdoor,148,21,14.5,304.5,740000,5000,adult,day,gold,traditional,traditional_luxury,three_tier_luxury,flower_wall,two_side_tables,148,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0089,anniversary,outdoor,25,10.2,6.8,69.4,137000,5480,adult,day,green,minimal,rustic_natural,single_tier_round,rustic_wood_setup,single_cake_table,25,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0090,wedding,hall,59,10.2,7.4,75.5,137000,2322,adult,night,white,rustic,rustic_natural,two_tier_round,minimal_backdrop,cake_and_dessert_table,59,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0091,wedding,home,22,5.9,5.2,30.7,114000,5182,adult,night,mixed,traditional,elegant_gold,single_tier_square,flower_wall,single_cake_table,22,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0092,wedding,hall,99,15.7,8.7,136.6,753000,7606,adult,night,red,elegant,traditional_luxury,three_tier_luxury,luxury_stage,full_stage_setup,99,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0093,anniversary,outdoor,22,8,7,56,84000,3818,adult,day,green,rustic,rustic_natural,single_tier_round,rustic_wood_setup,single_cake_table,22,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0094,birthday,outdoor,86,17.6,9.5,167.2,219000,2547,teenager,night,blue,colourful,colourful_cartoon,two_tier_round,rustic_wood_setup,two_side_tables,86,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0095,anniversary,restaurant,10,6.3,4.7,29.6,172000,17200,adult,day,gold,minimal,modern_minimal,single_tier_round,luxury_stage,full_stage_setup,10,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0096,wedding,restaurant,89,12.2,8.7,106.1,179000,2011,mixed,night,red,traditional,traditional_luxury,two_tier_round,minimal_backdrop,two_side_tables,89,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0097,anniversary,outdoor,37,11,7.5,82.5,79000,2135,adult,day,white,minimal,rustic_natural,single_tier_square,minimal_backdrop,cake_and_dessert_table,37,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0098,birthday,home,180,16.1,10.8,173.9,399000,2217,teenager,day,purple,traditional,pastel_floral,three_tier_luxury,balloon_setup,two_side_tables,180,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0099,anniversary,restaurant,79,12.5,6.7,83.8,348000,4405,adult,night,green,traditional,traditional_luxury,two_tier_round,rustic_wood_setup,two_side_tables,79,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0100,wedding,restaurant,51,11.5,7.4,85.1,470000,9216,adult,night,gold,elegant,traditional_luxury,two_tier_floral,luxury_stage,full_stage_setup,51,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0101,wedding,hall,96,14.9,11.6,172.8,211000,2198,mixed,day,mixed,colourful,pastel_floral,two_tier_floral,rustic_wood_setup,two_side_tables,96,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0102,wedding,outdoor,15,6.9,5.6,38.6,70000,4667,mixed,night,purple,traditional,elegant_gold,single_tier_square,rustic_wood_setup,single_cake_table,15,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0103,baby_shower,hall,111,16.7,11.1,185.4,222000,2000,adult,night,green,rustic,rustic_natural,two_tier_floral,balloon_setup,full_stage_setup,111,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0104,anniversary,hall,245,25.4,17.3,439.4,2137000,8722,adult,day,white,minimal,modern_minimal,three_tier_luxury,luxury_stage,full_stage_setup,245,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0105,anniversary,hall,24,10.3,5.4,55.6,309000,12875,adult,day,mixed,elegant,elegant_gold,single_tier_square,luxury_stage,full_stage_setup,24,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0106,graduation,hall,79,11.7,10.2,119.3,397000,5025,adult,night,green,rustic,rustic_natural,two_tier_round,flower_wall,two_side_tables,79,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0107,graduation,home,87,10.7,8.9,95.2,235000,2701,teenager,day,red,rustic,rustic_natural,two_tier_round,balloon_setup,two_side_tables,87,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0108,wedding,hall,209,16.8,14.7,247,792000,3789,mixed,night,white,elegant,elegant_gold,three_tier_luxury,flower_wall,full_stage_setup,209,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0109,wedding,restaurant,155,18.5,10.2,188.7,1083000,6987,adult,day,blue,minimal,modern_minimal,three_tier_luxury,luxury_stage,full_stage_setup,155,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0110,anniversary,restaurant,133,15.6,11.9,185.6,362000,2722,adult,night,gold,traditional,traditional_luxury,three_tier_luxury,rustic_wood_setup,two_side_tables,133,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0111,anniversary,restaurant,11,7.3,4.2,30.7,46000,4182,adult,day,white,traditional,pastel_floral,single_tier_round,minimal_backdrop,single_cake_table,11,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0112,birthday,outdoor,53,13.9,7.5,104.3,182000,3434,mixed,day,green,rustic,rustic_natural,two_tier_floral,flower_wall,cake_and_dessert_table,53,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0113,birthday,home,20,7.2,4.7,33.8,45000,2250,teenager,night,mixed,elegant,pastel_floral,single_tier_round,minimal_backdrop,single_cake_table,20,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0114,baby_shower,home,72,9.6,7.2,69.1,223000,3097,mixed,night,mixed,minimal,rustic_natural,two_tier_floral,balloon_setup,two_side_tables,72,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0115,anniversary,hall,22,8.8,5.6,49.3,138000,6273,adult,night,purple,elegant,traditional_luxury,single_tier_round,flower_wall,single_cake_table,22,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0116,birthday,outdoor,13,7.2,4.7,33.8,51000,3923,child,night,gold,elegant,traditional_luxury,single_tier_round,balloon_setup,single_cake_table,13,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,test,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0117,birthday,home,16,5.9,4.8,28.3,59000,3688,child,night,red,colourful,colourful_cartoon,single_tier_square,balloon_setup,single_cake_table,16,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 15-40; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0118,graduation,hall,88,13.1,8.4,110,452000,5136,adult,night,mixed,traditional,elegant_gold,two_tier_floral,flower_wall,two_side_tables,88,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 45-120; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0119,wedding,home,56,8.9,8,71.2,99000,1768,adult,night,mixed,rustic,rustic_natural,two_tier_round,balloon_setup,cake_and_dessert_table,56,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0120,wedding,home,17,6.2,4.4,27.3,61000,3588,mixed,night,gold,elegant,traditional_luxury,single_tier_round,rustic_wood_setup,single_cake_table,17,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 8-25; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0121,birthday,home,142,16.4,9.5,155.8,473000,3331,adult,day,green,rustic,rustic_natural,three_tier_luxury,balloon_setup,two_side_tables,142,bakesmart_rule_generator_v1,5,synthetic_rule_based,pending_expert_review,validation,20260817,"Theme-conditioned preferences; cake guest band 90-250; decor-conditioned venue/budget; layout derived from guests, venue and decor."
BSAR0122,baby_shower,home,52,9.2,6.8,62.6,131000,2519,adult,day,purple,rustic,pastel_floral,two_tier_round,balloon_setup,cake_and_dessert_table,52,bakesmart_rule_generator_v1,4,synthetic_rule_based,pending_expert_review,train,20260817,"Theme-conditioned preferences; cake guest band 35-90; decor-conditioned venue/budget; layout derived from guests, venue and decor."
